time,open,high,low,close,Basis,Upper,Lower,ATVV,Plot,Histogram,MACD,Signal,Bollinger BandWidth,Highest Expansion,Lowest Contraction
1736946000,2684.7,2694.09,2682.09,2693.69,2678.806999999997,2691.7683365086887,2665.8456634913055,5019.2,5396.940000000006,1.4151000142321077,4.608396002562131,3.193295988330023,0.9676946871268901,1.7195987668499126,0.28850533993355465
1736949600,2693.66,2695.97,2678.01,2681.97,2679.4569999999976,2691.6616648490576,2667.2523351509376,5284.9,5343.475000000007,0.7610867806329664,4.144654464121231,3.383567683488265,0.9109804597767399,1.7195987668499126,0.28850533993355465
1736953200,2681.95,2683,2676.65,2678.37,2679.7604999999976,2691.532380864074,2667.988619135921,5538.75,5326.315000000007,0.05067559903003582,3.4469121822758098,3.396236583245774,0.8785770865774463,1.7195987668499126,0.28850533993355465
1736956800,2678.39,2689.83,2676.86,2689.26,2680.512999999997,2692.6866865444663,2668.339313455528,5735.6,5340.935000000007,0.26675865304389923,3.729684899550648,3.4629262465067487,0.9083102036415497,1.7195987668499126,0.28850533993355465
1736960400,2689.3,2692.89,2688.49,2692.62,2681.3234999999972,2694.4200633308915,2668.226936669103,5767.9,5366.740000000006,0.5710679085369561,4.176761132177944,3.605693223640988,0.9768730502600119,1.7195987668499126,0.28850533993355465
1736964000,2692.63,2694.84,2691.06,2693.96,2682.1554999999976,2696.2083181897965,2668.1026818101986,6000.35,5414.585000000006,0.7845099836817857,4.58633070324322,3.8018207195614346,1.0478749788965582,1.7195987668499126,0.28850533993355465
1736967600,2693.98,2695.05,2692.58,2694.01,2683.0819999999976,2697.684789599195,2668.4792104008,6148.85,5479.3400000000065,0.8456964410306558,4.858941270849755,4.013244829819099,1.0885086329226938,1.7195987668499126,0.28850533993355465
1736971200,2693.99,2696.46,2693.22,2696.39,2684.2699999999977,2699.1417114037436,2669.398288596252,6320.1,5580.470000000007,0.9550121750657024,5.207010048651227,4.251997873585525,1.1080637494548506,1.7195987668499126,0.28850533993355465
1736974800,2696.36,2697.38,2693.89,2696.7,2685.614499999997,2699.862999538243,2671.366000461751,6207.5,5692.655000000007,0.954484665866322,5.445103705918427,4.490619040052105,1.0610979005546826,1.7195987668499126,0.28850533993355465
1736982000,2697.57,2697.66,2694.57,2694.69,2686.6839999999975,2700.2703157657556,2673.0976842342393,6061.2,5808.435000000007,0.7349047490460441,5.409249976359661,4.674345227313617,1.0113817453603167,1.7195987668499126,0.36392436192495925
1736985600,2694.88,2698.19,2692.79,2695.16,2687.6429999999973,2700.771695444854,2674.514304555141,6137.9,5920.305000000008,0.546130578646574,5.357008450621834,4.81087787197526,0.9769672121525432,1.7195987668499126,0.36392436192495925
