timestamp,Open,Close,High,Low,Volume,turnover
2024-08-15 00:52:00,2453.56,2453.34,2453.71,2453.34,4836.0,0.00
2024-08-15 00:53:00,2453.39,2453.54,2453.72,2453.39,7826.0,0.00
2024-08-15 00:54:00,2453.54,2452.38,2453.54,2452.38,9215.0,0.00
2024-08-15 00:55:00,2452.38,2452.45,2452.61,2452.26,8484.0,0.00
2024-08-15 00:56:00,2452.44,2452.23,2452.48,2452.15,7763.0,0.00
2024-08-15 00:57:00,2452.23,2451.52,2452.25,2451.52,8253.0,0.00
2024-08-15 00:58:00,2451.51,2451.14,2451.53,2451.13,6788.0,0.00
2024-08-15 00:59:00,2451.14,2450.25,2451.14,2450.22,10887.0,0.00
2024-08-15 01:00:00,2450.24,2450.91,2450.91,2449.55,13055.0,0.00
2024-08-15 01:01:00,2450.92,2451.85,2451.9,2450.92,17770.0,0.00
2024-08-15 01:02:00,2451.85,2451.65,2451.9,2451.26,16669.0,0.00
2024-08-15 01:03:00,2451.65,2451.8,2452.62,2451.65,15762.0,0.00
2024-08-15 01:04:00,2451.8,2452.06,2452.77,2451.8,14594.0,0.00
2024-08-15 01:05:00,2452.06,2451.5,2452.51,2451.5,12995.0,0.00
2024-08-15 01:06:00,2451.48,2451.35,2451.95,2451.0,17619.0,0.00
2024-08-15 01:07:00,2451.3,2451.96,2451.96,2450.64,15586.0,0.00
2024-08-15 01:08:00,2451.93,2453.07,2453.07,2451.75,16281.0,0.00
2024-08-15 01:09:00,2453.08,2452.54,2453.14,2452.34,17325.0,0.00
2024-08-15 01:10:00,2452.6,2451.76,2452.71,2451.75,14729.0,0.00
2024-08-15 01:11:00,2451.77,2451.83,2451.92,2451.4,12589.0,0.00
2024-08-15 01:12:00,2451.83,2452.49,2452.6,2451.61,15438.0,0.00
2024-08-15 01:13:00,2452.49,2452.02,2452.49,2451.67,14056.0,0.00
2024-08-15 01:14:00,2452.02,2451.63,2452.22,2451.43,15169.0,0.00
2024-08-15 01:15:00,2451.72,2452.64,2453.16,2451.72,17359.0,0.00
2024-08-15 01:16:00,2452.64,2453.39,2453.39,2452.12,16509.0,0.00
2024-08-15 01:17:00,2453.54,2453.39,2453.54,2452.89,12390.0,0.00
2024-08-15 01:18:00,2453.38,2453.6,2453.6,2453.14,15680.0,0.00
2024-08-15 01:19:00,2453.49,2452.9,2453.58,2452.84,14976.0,0.00
2024-08-15 01:20:00,2452.9,2452.49,2453.26,2452.31,14800.0,0.00
2024-08-15 01:21:00,2452.46,2451.4,2452.49,2451.39,16131.0,0.00
2024-08-15 01:22:00,2451.38,2450.48,2451.6,2450.48,15460.0,0.00
2024-08-15 01:23:00,2450.44,2450.4,2450.66,2449.6,13377.0,0.00
2024-08-15 01:24:00,2450.4,2450.33,2450.66,2449.93,17328.0,0.00
2024-08-15 01:25:00,2450.32,2449.45,2450.57,2449.45,16530.0,0.00
2024-08-15 01:26:00,2449.44,2449.79,2449.97,2449.34,10343.0,0.00
2024-08-15 01:27:00,2449.84,2449.9,2450.26,2449.79,11187.0,0.00
2024-08-15 01:28:00,2449.89,2450.21,2450.82,2449.89,12452.0,0.00
2024-08-15 01:29:00,2450.14,2450.01,2450.29,2449.74,15929.0,0.00
2024-08-15 01:30:00,2450.01,2450.54,2450.86,2450.0,15766.0,0.00
2024-08-15 01:31:00,2450.59,2450.81,2451.0,2450.47,14457.0,0.00
2024-08-15 01:32:00,2450.81,2450.41,2450.97,2450.21,13277.0,0.00
2024-08-15 01:33:00,2450.41,2450.45,2450.56,2449.96,17431.0,0.00
2024-08-15 01:34:00,2450.44,2450.81,2450.86,2450.17,15620.0,0.00
2024-08-15 01:35:00,2450.73,2451.6,2451.69,2450.12,16159.0,0.00
2024-08-15 01:36:00,2451.6,2451.87,2452.2,2451.6,15495.0,0.00
2024-08-15 01:37:00,2451.79,2451.43,2451.79,2451.13,16076.0,0.00
2024-08-15 01:38:00,2451.42,2450.48,2451.42,2450.29,12860.0,0.00
2024-08-15 01:39:00,2450.48,2450.2,2450.63,2450.03,10414.0,0.00
2024-08-15 01:40:00,2450.2,2450.84,2450.86,2450.16,12015.0,0.00
2024-08-15 01:41:00,2450.77,2451.44,2451.44,2450.7,12315.0,0.00
2024-08-15 01:42:00,2451.43,2451.76,2451.78,2451.34,10921.0,0.00
2024-08-15 01:43:00,2451.76,2450.9,2451.76,2450.76,11305.0,0.00
2024-08-15 01:44:00,2450.86,2450.08,2450.86,2450.08,10991.0,0.00
2024-08-15 01:45:00,2450.13,2448.44,2450.3,2448.44,11743.0,0.00
2024-08-15 01:46:00,2448.47,2448.65,2449.5,2448.47,12868.0,0.00
2024-08-15 01:47:00,2448.68,2448.82,2448.83,2448.5,12667.0,0.00
2024-08-15 01:48:00,2448.85,2449.84,2449.84,2448.58,14794.0,0.00
2024-08-15 01:49:00,2449.84,2449.68,2450.1,2449.54,15115.0,0.00
2024-08-15 01:50:00,2449.68,2449.93,2450.3,2449.41,11955.0,0.00
2024-08-15 01:51:00,2449.92,2449.47,2449.92,2449.17,12794.0,0.00
2024-08-15 01:52:00,2449.47,2448.99,2449.47,2448.32,13006.0,0.00
2024-08-15 01:53:00,2448.99,2449.07,2450.15,2448.98,13902.0,0.00
2024-08-15 01:54:00,2449.08,2448.83,2449.11,2448.55,14842.0,0.00
2024-08-15 01:55:00,2448.73,2449.02,2449.1,2448.54,14372.0,0.00
2024-08-15 01:56:00,2449.03,2449.65,2449.99,2449.01,13839.0,0.00
2024-08-15 01:57:00,2449.67,2450.05,2450.06,2449.66,15142.0,0.00
2024-08-15 01:58:00,2450.05,2451.03,2451.08,2450.0,11717.0,0.00
2024-08-15 01:59:00,2451.01,2450.77,2451.09,2450.71,11913.0,0.00
2024-08-15 02:00:00,2450.76,2450.94,2451.05,2450.42,15486.0,0.00
2024-08-15 02:01:00,2450.96,2450.63,2451.41,2450.62,14824.0,0.00
2024-08-15 02:02:00,2450.6,2450.57,2450.77,2450.3,15506.0,0.00
2024-08-15 02:03:00,2450.57,2450.44,2450.75,2449.9,16928.0,0.00
2024-08-15 02:04:00,2450.37,2450.55,2450.65,2450.25,15414.0,0.00
2024-08-15 02:05:00,2450.55,2450.24,2450.68,2450.24,14452.0,0.00
2024-08-15 02:06:00,2450.2,2450.1,2450.51,2450.09,13598.0,0.00
2024-08-15 02:07:00,2450.09,2450.48,2450.98,2450.08,17267.0,0.00
2024-08-15 02:08:00,2450.53,2450.44,2451.06,2450.39,16932.0,0.00
2024-08-15 02:09:00,2450.45,2450.44,2450.72,2450.07,16094.0,0.00
2024-08-15 02:10:00,2450.57,2451.17,2451.17,2450.45,14681.0,0.00
2024-08-15 02:11:00,2451.17,2451.82,2452.01,2451.04,17681.0,0.00
2024-08-15 02:12:00,2451.9,2451.56,2452.04,2451.5,14951.0,0.00
2024-08-15 02:13:00,2451.58,2451.97,2452.22,2451.58,11941.0,0.00
2024-08-15 02:14:00,2451.98,2451.99,2452.28,2451.76,13769.0,0.00
2024-08-15 02:15:00,2451.99,2451.91,2452.19,2451.91,12007.0,0.00
2024-08-15 02:16:00,2451.91,2451.72,2451.98,2451.71,11501.0,0.00
2024-08-15 02:17:00,2451.71,2451.67,2452.07,2451.49,11271.0,0.00
2024-08-15 02:18:00,2451.68,2451.42,2451.79,2451.24,10249.0,0.00
2024-08-15 02:19:00,2451.39,2451.21,2451.41,2451.19,9295.0,0.00
2024-08-15 02:20:00,2451.08,2451.51,2451.63,2451.08,9359.0,0.00
2024-08-15 02:21:00,2451.51,2451.42,2451.63,2451.38,12644.0,0.00
2024-08-15 02:22:00,2451.39,2451.92,2451.92,2451.3,11640.0,0.00
2024-08-15 02:23:00,2451.93,2451.87,2452.07,2451.75,11650.0,0.00
2024-08-15 02:24:00,2451.87,2451.73,2451.88,2451.66,8870.0,0.00
2024-08-15 02:25:00,2451.73,2452.42,2452.42,2451.59,9428.0,0.00
2024-08-15 02:26:00,2452.44,2452.16,2452.44,2452.1,8783.0,0.00
2024-08-15 02:27:00,2452.16,2452.18,2452.56,2452.07,9412.0,0.00
2024-08-15 02:28:00,2452.18,2451.59,2452.18,2451.47,7354.0,0.00
2024-08-15 02:29:00,2451.59,2451.3,2451.66,2451.3,7029.0,0.00
2024-08-15 02:30:00,2451.26,2451.57,2451.97,2451.26,12153.0,0.00
2024-08-15 02:31:00,2451.56,2450.91,2451.63,2450.85,15006.0,0.00
2024-08-15 02:32:00,2450.92,2450.77,2451.0,2450.65,14490.0,0.00
2024-08-15 02:33:00,2450.79,2451.77,2451.77,2450.78,16763.0,0.00
2024-08-15 02:34:00,2451.75,2452.26,2452.35,2451.74,10679.0,0.00
2024-08-15 02:35:00,2452.27,2452.18,2452.55,2452.05,15134.0,0.00
2024-08-15 02:36:00,2452.18,2452.11,2452.43,2451.86,16551.0,0.00
2024-08-15 02:37:00,2452.11,2451.73,2452.17,2451.39,14853.0,0.00
2024-08-15 02:38:00,2451.73,2451.92,2451.92,2451.28,15843.0,0.00
2024-08-15 02:39:00,2451.87,2451.88,2452.46,2451.84,15922.0,0.00
2024-08-15 02:40:00,2451.83,2451.12,2451.88,2450.99,15480.0,0.00
2024-08-15 02:41:00,2451.13,2451.85,2451.85,2451.05,16457.0,0.00
2024-08-15 02:42:00,2451.76,2451.68,2451.98,2451.56,14627.0,0.00
2024-08-15 02:43:00,2451.67,2452.15,2452.21,2451.65,15651.0,0.00
2024-08-15 02:44:00,2452.13,2452.55,2452.55,2452.07,14269.0,0.00
2024-08-15 02:45:00,2452.55,2451.88,2452.59,2451.76,16011.0,0.00
2024-08-15 02:46:00,2451.89,2451.76,2452.08,2451.51,14961.0,0.00
2024-08-15 02:47:00,2451.78,2452.09,2452.13,2451.53,12839.0,0.00
2024-08-15 02:48:00,2452.09,2452.04,2452.23,2451.85,9373.0,0.00
2024-08-15 02:49:00,2452.02,2451.97,2452.06,2451.91,7613.0,0.00
2024-08-15 02:50:00,2451.97,2451.96,2452.07,2451.79,9379.0,0.00
2024-08-15 02:51:00,2451.96,2452.16,2452.22,2451.82,9442.0,0.00
2024-08-15 02:52:00,2452.17,2452.25,2452.53,2452.15,9822.0,0.00
2024-08-15 02:53:00,2452.26,2452.27,2452.29,2451.93,7877.0,0.00
2024-08-15 02:54:00,2452.24,2451.84,2452.24,2451.69,7122.0,0.00
2024-08-15 02:55:00,2451.84,2452.04,2452.06,2451.66,6831.0,0.00
2024-08-15 02:56:00,2452.03,2452.06,2452.23,2451.9,7946.0,0.00
2024-08-15 02:57:00,2452.04,2451.81,2452.45,2451.71,10635.0,0.00
2024-08-15 02:58:00,2451.81,2451.98,2452.02,2451.52,10103.0,0.00
2024-08-15 02:59:00,2451.95,2451.5,2452.24,2451.44,9612.0,0.00
2024-08-15 03:00:00,2451.49,2451.55,2451.66,2451.32,9160.0,0.00
2024-08-15 03:01:00,2451.57,2452.01,2452.2,2451.43,11013.0,0.00
2024-08-15 03:02:00,2452.01,2452.14,2452.25,2451.8,7746.0,0.00
2024-08-15 03:03:00,2452.15,2451.97,2452.26,2451.84,11732.0,0.00
2024-08-15 03:04:00,2451.97,2451.98,2452.15,2451.72,13871.0,0.00
2024-08-15 03:05:00,2451.98,2452.41,2452.45,2451.86,12198.0,0.00
2024-08-15 03:06:00,2452.41,2452.91,2453.41,2452.38,13091.0,0.00
2024-08-15 03:07:00,2452.91,2453.06,2453.13,2452.86,9436.0,0.00
2024-08-15 03:08:00,2453.06,2452.76,2453.25,2452.72,10814.0,0.00
2024-08-15 03:09:00,2452.78,2452.52,2452.83,2452.52,13102.0,0.00
2024-08-15 03:10:00,2452.52,2452.83,2452.9,2452.52,12226.0,0.00
2024-08-15 03:11:00,2452.82,2452.67,2453.19,2452.66,12945.0,0.00
2024-08-15 03:12:00,2452.62,2452.88,2452.9,2452.62,12121.0,0.00
2024-08-15 03:13:00,2452.94,2452.84,2452.95,2452.7,11685.0,0.00
2024-08-15 03:14:00,2452.87,2453.17,2453.25,2452.84,11863.0,0.00
2024-08-15 03:15:00,2453.16,2452.76,2453.28,2452.7,9206.0,0.00
2024-08-15 03:16:00,2452.76,2452.9,2453.22,2452.56,11659.0,0.00
2024-08-15 03:17:00,2452.9,2453.29,2453.29,2452.77,9084.0,0.00
2024-08-15 03:18:00,2453.29,2453.08,2453.47,2453.07,9691.0,0.00
2024-08-15 03:19:00,2453.08,2453.16,2453.31,2453.0,8727.0,0.00
2024-08-15 03:20:00,2453.19,2453.15,2453.27,2452.99,11987.0,0.00
2024-08-15 03:21:00,2453.16,2453.12,2453.29,2452.95,11272.0,0.00
2024-08-15 03:22:00,2453.09,2453.0,2453.23,2452.87,9191.0,0.00
2024-08-15 03:23:00,2453.02,2452.95,2453.2,2452.88,9809.0,0.00
2024-08-15 03:24:00,2452.93,2452.99,2453.08,2452.77,13986.0,0.00
2024-08-15 03:25:00,2453.01,2452.43,2453.05,2452.43,12691.0,0.00
2024-08-15 03:26:00,2452.43,2452.55,2452.86,2452.41,9835.0,0.00
2024-08-15 03:27:00,2452.55,2452.42,2452.57,2452.36,11098.0,0.00
2024-08-15 03:28:00,2452.41,2452.65,2452.71,2452.41,12520.0,0.00
2024-08-15 03:29:00,2452.65,2452.08,2452.91,2452.08,11475.0,0.00
2024-08-15 03:30:00,2452.08,2452.4,2452.4,2451.96,9422.0,0.00
2024-08-15 03:31:00,2452.4,2452.4,2452.54,2452.35,7046.0,0.00
2024-08-15 03:32:00,2452.4,2452.34,2452.46,2452.32,5535.0,0.00
2024-08-15 03:33:00,2452.34,2451.93,2452.34,2451.9,8126.0,0.00
2024-08-15 03:34:00,2451.93,2452.04,2452.13,2451.9,5751.0,0.00
2024-08-15 03:35:00,2452.03,2452.31,2452.33,2451.86,6507.0,0.00
2024-08-15 03:36:00,2452.31,2452.55,2452.56,2452.16,7796.0,0.00
2024-08-15 03:37:00,2452.54,2452.35,2452.64,2452.35,6526.0,0.00
2024-08-15 03:38:00,2452.35,2452.35,2452.44,2452.32,6245.0,0.00
2024-08-15 03:39:00,2452.35,2452.82,2452.82,2452.3,7770.0,0.00
2024-08-15 03:40:00,2452.82,2452.71,2452.82,2452.59,9785.0,0.00
2024-08-15 03:41:00,2452.65,2452.54,2452.68,2452.38,7210.0,0.00
2024-08-15 03:42:00,2452.54,2452.8,2452.85,2452.51,8647.0,0.00
2024-08-15 03:43:00,2452.79,2452.72,2452.8,2452.63,7934.0,0.00
2024-08-15 03:44:00,2452.72,2452.59,2452.73,2452.59,8735.0,0.00
2024-08-15 03:45:00,2452.58,2452.84,2453.0,2452.58,7844.0,0.00
2024-08-15 03:46:00,2452.84,2452.84,2452.89,2452.75,7457.0,0.00
2024-08-15 03:47:00,2452.83,2452.63,2452.95,2452.56,5611.0,0.00
2024-08-15 03:48:00,2452.63,2452.79,2452.95,2452.55,8471.0,0.00
2024-08-15 03:49:00,2452.79,2452.81,2452.82,2452.75,5350.0,0.00
2024-08-15 03:50:00,2452.8,2452.8,2452.84,2452.73,4749.0,0.00
2024-08-15 03:51:00,2452.8,2452.94,2452.94,2452.77,5342.0,0.00
2024-08-15 03:52:00,2452.94,2453.0,2453.0,2452.83,6337.0,0.00
2024-08-15 03:53:00,2453.0,2453.97,2454.09,2453.0,7747.0,0.00
2024-08-15 03:54:00,2453.97,2454.28,2454.3,2453.91,9003.0,0.00
2024-08-15 03:55:00,2454.28,2453.94,2454.37,2453.8,8737.0,0.00
2024-08-15 03:56:00,2453.94,2453.76,2454.02,2453.66,7175.0,0.00
2024-08-15 03:57:00,2453.76,2453.66,2453.86,2453.47,7406.0,0.00
2024-08-15 03:58:00,2453.66,2453.63,2453.72,2453.56,7088.0,0.00
2024-08-15 03:59:00,2453.65,2453.74,2453.83,2453.49,6655.0,0.00
2024-08-15 04:00:00,2453.74,2454.09,2454.18,2453.74,7938.0,0.00
2024-08-15 04:01:00,2454.09,2454.27,2454.27,2454.05,7609.0,0.00
2024-08-15 04:02:00,2454.27,2454.63,2454.99,2453.91,8447.0,0.00
2024-08-15 04:03:00,2454.64,2454.4,2454.81,2454.39,7188.0,0.00
2024-08-15 04:04:00,2454.41,2454.78,2454.8,2454.37,6944.0,0.00
2024-08-15 04:05:00,2454.78,2454.79,2454.96,2454.72,6742.0,0.00
2024-08-15 04:06:00,2454.8,2454.79,2454.9,2454.69,6885.0,0.00
2024-08-15 04:07:00,2454.79,2454.34,2454.79,2454.3,7909.0,0.00
2024-08-15 04:08:00,2454.35,2454.54,2454.65,2454.34,9222.0,0.00
2024-08-15 04:09:00,2454.54,2454.72,2454.72,2454.52,5767.0,0.00
2024-08-15 04:10:00,2454.72,2455.28,2455.42,2454.71,8542.0,0.00
2024-08-15 04:11:00,2455.28,2455.38,2455.38,2455.21,6712.0,0.00
2024-08-15 04:12:00,2455.38,2455.53,2455.54,2455.33,9672.0,0.00
2024-08-15 04:13:00,2455.52,2455.22,2455.54,2455.18,8761.0,0.00
2024-08-15 04:14:00,2455.23,2455.36,2455.38,2455.07,7916.0,0.00
2024-08-15 04:15:00,2455.35,2454.87,2455.36,2454.87,8014.0,0.00
2024-08-15 04:16:00,2454.85,2454.69,2454.87,2454.54,10697.0,0.00
2024-08-15 04:17:00,2454.65,2454.55,2454.72,2454.54,9605.0,0.00
2024-08-15 04:18:00,2454.55,2454.77,2454.8,2454.55,6445.0,0.00
2024-08-15 04:19:00,2454.77,2454.64,2454.77,2454.64,6808.0,0.00
2024-08-15 04:20:00,2454.65,2454.73,2454.76,2454.53,7779.0,0.00
2024-08-15 04:21:00,2454.74,2454.65,2454.76,2454.55,6788.0,0.00
2024-08-15 04:22:00,2454.65,2454.8,2454.87,2454.48,6876.0,0.00
2024-08-15 04:23:00,2454.8,2454.48,2454.88,2454.48,6702.0,0.00
2024-08-15 04:24:00,2454.48,2454.22,2454.54,2454.15,7792.0,0.00
2024-08-15 04:25:00,2454.21,2454.3,2454.43,2454.18,7929.0,0.00
2024-08-15 04:26:00,2454.29,2454.23,2454.31,2454.16,8806.0,0.00
2024-08-15 04:27:00,2454.22,2454.16,2454.34,2454.1,9715.0,0.00
2024-08-15 04:28:00,2454.16,2454.47,2454.49,2454.16,10586.0,0.00
2024-08-15 04:29:00,2454.47,2454.3,2454.77,2454.23,9622.0,0.00
2024-08-15 04:30:00,2454.3,2454.27,2454.36,2454.07,10012.0,0.00
2024-08-15 04:31:00,2454.21,2453.98,2454.21,2453.83,8420.0,0.00
2024-08-15 04:32:00,2453.98,2454.19,2454.32,2453.98,6757.0,0.00
2024-08-15 04:33:00,2454.27,2454.4,2454.44,2454.27,6985.0,0.00
2024-08-15 04:34:00,2454.4,2454.31,2454.61,2454.15,8246.0,0.00
2024-08-15 04:35:00,2454.31,2454.41,2454.41,2454.2,9079.0,0.00
2024-08-15 04:36:00,2454.37,2453.96,2454.37,2453.93,10121.0,0.00
2024-08-15 04:37:00,2453.96,2454.02,2454.1,2453.95,7258.0,0.00
2024-08-15 04:38:00,2454.02,2453.76,2454.04,2453.76,6654.0,0.00
2024-08-15 04:39:00,2453.76,2453.94,2454.04,2453.72,8916.0,0.00
2024-08-15 04:40:00,2453.94,2454.2,2454.34,2453.94,10009.0,0.00
2024-08-15 04:41:00,2454.17,2454.21,2454.35,2454.1,9209.0,0.00
2024-08-15 04:42:00,2454.22,2454.36,2454.65,2454.2,11913.0,0.00
2024-08-15 04:43:00,2454.39,2454.43,2454.6,2454.32,8862.0,0.00
2024-08-15 04:44:00,2454.41,2454.48,2454.59,2454.35,7549.0,0.00
2024-08-15 04:45:00,2454.52,2454.51,2454.58,2454.42,9202.0,0.00
2024-08-15 04:46:00,2454.52,2454.16,2454.58,2453.96,10210.0,0.00
2024-08-15 04:47:00,2454.16,2454.26,2454.29,2453.8,12177.0,0.00
2024-08-15 04:48:00,2454.24,2454.22,2454.39,2454.18,9054.0,0.00
2024-08-15 04:49:00,2454.21,2454.49,2454.49,2454.09,11828.0,0.00
2024-08-15 04:50:00,2454.49,2454.65,2454.78,2454.49,9893.0,0.00
2024-08-15 04:51:00,2454.67,2454.44,2454.79,2454.34,10545.0,0.00
2024-08-15 04:52:00,2454.43,2454.46,2454.46,2454.13,9791.0,0.00
2024-08-15 04:53:00,2454.46,2453.23,2454.61,2453.1,12242.0,0.00
2024-08-15 04:54:00,2453.23,2453.3,2453.36,2452.97,8361.0,0.00
2024-08-15 04:55:00,2453.3,2453.52,2453.54,2452.82,9653.0,0.00
2024-08-15 04:56:00,2453.52,2453.38,2453.56,2453.09,7573.0,0.00
2024-08-15 04:57:00,2453.38,2453.49,2453.64,2453.25,13206.0,0.00
2024-08-15 04:58:00,2453.49,2453.8,2453.85,2453.46,11374.0,0.00
2024-08-15 04:59:00,2453.79,2453.43,2453.87,2453.16,12143.0,0.00
2024-08-15 05:00:00,2453.41,2453.46,2453.67,2453.32,11486.0,0.00
2024-08-15 05:01:00,2453.46,2453.71,2453.75,2453.41,10947.0,0.00
2024-08-15 05:02:00,2453.76,2453.47,2453.78,2453.46,10713.0,0.00
2024-08-15 05:03:00,2453.49,2453.69,2453.76,2453.41,9158.0,0.00
2024-08-15 05:04:00,2453.7,2453.49,2453.85,2453.46,10245.0,0.00
2024-08-15 05:05:00,2453.46,2453.15,2453.47,2452.55,15874.0,0.00
2024-08-15 05:06:00,2453.15,2453.23,2453.25,2452.74,10901.0,0.00
2024-08-15 05:07:00,2453.22,2453.39,2453.42,2452.67,9076.0,0.00
2024-08-15 05:08:00,2453.35,2453.44,2453.6,2453.33,6798.0,0.00
2024-08-15 05:09:00,2453.44,2453.27,2453.46,2453.25,6295.0,0.00
2024-08-15 05:10:00,2453.27,2453.38,2453.63,2453.27,9353.0,0.00
2024-08-15 05:11:00,2453.38,2452.73,2453.38,2452.6,11723.0,0.00
2024-08-15 05:12:00,2452.73,2452.22,2453.09,2452.22,11730.0,0.00
2024-08-15 05:13:00,2452.22,2452.74,2452.85,2452.1,11570.0,0.00
2024-08-15 05:14:00,2452.72,2452.6,2452.79,2452.59,7022.0,0.00
2024-08-15 05:15:00,2452.6,2452.55,2452.6,2452.45,8741.0,0.00
2024-08-15 05:16:00,2452.55,2452.6,2452.61,2452.36,8869.0,0.00
2024-08-15 05:17:00,2452.6,2452.83,2452.83,2452.5,7743.0,0.00
2024-08-15 05:18:00,2452.83,2453.01,2453.12,2452.83,8932.0,0.00
2024-08-15 05:19:00,2453.0,2453.15,2453.21,2452.97,8017.0,0.00
2024-08-15 05:20:00,2453.16,2453.0,2453.2,2453.0,10303.0,0.00
2024-08-15 05:21:00,2453.0,2453.03,2453.33,2452.99,10418.0,0.00
2024-08-15 05:22:00,2453.09,2453.01,2453.31,2453.01,11239.0,0.00
2024-08-15 05:23:00,2453.02,2452.7,2453.02,2452.66,9249.0,0.00
2024-08-15 05:24:00,2452.7,2452.53,2452.7,2452.45,9815.0,0.00
2024-08-15 05:25:00,2452.53,2452.56,2452.62,2452.28,9455.0,0.00
2024-08-15 05:26:00,2452.54,2452.53,2452.63,2452.44,10908.0,0.00
2024-08-15 05:27:00,2452.55,2452.94,2453.06,2452.47,13000.0,0.00
2024-08-15 05:28:00,2452.98,2452.76,2453.29,2452.74,11790.0,0.00
2024-08-15 05:29:00,2452.81,2452.46,2452.81,2452.23,11191.0,0.00
2024-08-15 05:30:00,2452.47,2451.94,2452.8,2451.93,13336.0,0.00
2024-08-15 05:31:00,2451.99,2451.85,2452.35,2451.68,10965.0,0.00
2024-08-15 05:32:00,2451.85,2451.63,2452.18,2451.59,11462.0,0.00
2024-08-15 05:33:00,2451.64,2451.27,2451.85,2450.83,13877.0,0.00
2024-08-15 05:34:00,2451.33,2451.69,2451.69,2451.28,13241.0,0.00
2024-08-15 05:35:00,2451.65,2450.71,2451.92,2450.65,15091.0,0.00
2024-08-15 05:36:00,2450.71,2451.22,2451.23,2450.44,11705.0,0.00
2024-08-15 05:37:00,2451.22,2451.34,2451.52,2451.1,13588.0,0.00
2024-08-15 05:38:00,2451.33,2451.85,2451.95,2451.28,13143.0,0.00
2024-08-15 05:39:00,2451.85,2452.13,2452.24,2451.85,13511.0,0.00
2024-08-15 05:40:00,2452.12,2451.76,2452.16,2451.57,13614.0,0.00
2024-08-15 05:41:00,2451.67,2452.01,2452.01,2451.61,13492.0,0.00
2024-08-15 05:42:00,2452.01,2451.91,2452.13,2451.75,12748.0,0.00
2024-08-15 05:43:00,2451.91,2452.11,2452.19,2451.82,9420.0,0.00
2024-08-15 05:44:00,2452.11,2452.47,2452.47,2451.83,9987.0,0.00
2024-08-15 05:45:00,2452.47,2452.13,2452.47,2451.79,9559.0,0.00
2024-08-15 05:46:00,2452.14,2452.9,2453.31,2452.14,10236.0,0.00
2024-08-15 05:47:00,2452.91,2452.33,2452.94,2452.3,12150.0,0.00
2024-08-15 05:48:00,2452.34,2452.39,2452.59,2452.1,10359.0,0.00
2024-08-15 05:49:00,2452.4,2452.54,2452.77,2452.36,8859.0,0.00
2024-08-15 05:50:00,2452.47,2452.52,2452.56,2452.2,10997.0,0.00
2024-08-15 05:51:00,2452.54,2452.38,2452.54,2452.1,10298.0,0.00
2024-08-15 05:52:00,2452.37,2452.5,2452.51,2451.99,9321.0,0.00
2024-08-15 05:53:00,2452.5,2453.24,2453.28,2452.47,12084.0,0.00
2024-08-15 05:54:00,2453.21,2453.51,2453.66,2453.09,14635.0,0.00
2024-08-15 05:55:00,2453.5,2453.99,2454.24,2453.5,14360.0,0.00
2024-08-15 05:56:00,2453.99,2454.38,2454.8,2453.95,10827.0,0.00
